Entry	Status	Gene names
Q9H4X1	reviewed	RGCC C13orf15 RGC32
Q9P260	reviewed	RELCH KIAA1468
O75787	reviewed	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072
P14927	reviewed	UQCRB UQBP
Q15493	reviewed	RGN SMP30
Q96PU8	reviewed	QKI HKQ
Q8IWU6	reviewed	SULF1 KIAA1077
Q17RH7	reviewed	TPRXL
P14868	reviewed	DARS PIG40
O60507	reviewed	TPST1
O60704	reviewed	TPST2
Q9UQD0	reviewed	SCN8A MED
P57086	reviewed	SCAND1 SDP1
Q9BWG6	reviewed	SCNM1
O00300	reviewed	TNFRSF11B OCIF OPG
Q86UD5	reviewed	SLC9B2 NHA2 NHEDC2
P55854	reviewed	SUMO3 SMT3A SMT3H1
Q15464	reviewed	SHB
Q9NS56	reviewed	TOPORS LUN TP53BPL
Q8N9V7	reviewed	TOPAZ1 C3orf77
P51172	reviewed	SCNN1D DNACH
Q9Y512	reviewed	SAMM50 SAM50 CGI-51 TRG3
P47897	reviewed	QARS
P51170	reviewed	SCNN1G
Q9NP50	reviewed	SINHCAF C12orf14 FAM60A L4
O14656	reviewed	TOR1A DQ2 DYT1 TA TORA
Q8IVG5	reviewed	SAMD9L C7orf6 DRIF2 KIAA2005 UEF
Q8NEM2	reviewed	SHCBP1
Q5JU69	reviewed	TOR2A TORP1 UNQ6408/PRO21181
Q8N6K7	reviewed	SAMD3
Q13291	reviewed	SLAMF1 SLAM
Q6F5E7	reviewed	TXNRD3NB TR2IT1 TXNRD3IT1 TXNRD3NT1
Q9Y5X3	reviewed	SNX5
Q8WVN6	reviewed	SECTM1 K12
Q8IZQ5	reviewed	SELENOH C11orf31 SELH
Q9NQ36	reviewed	SCUBE2 CEGP1
Q8IWY4	reviewed	SCUBE1
Q9NSU2	reviewed	TREX1
Q9BQI6	reviewed	SLF1 ANKRD32 BRCTD1
O94933	reviewed	SLITRK3 KIAA0848
Q9Y3F1	reviewed	
Q9H5Y7	reviewed	SLITRK6
O15524	reviewed	SOCS1 SSI1 TIP3
Q2M3C7	reviewed	SPHKAP KIAA1678 SKIP
O14804	reviewed	TAAR5 PNR
O14512	reviewed	SOCS7 NAP4 SOCS6
P0DKB5	reviewed	TPBGL
P07197	reviewed	NEFM NEF3 NFM
Q9Y6F6	reviewed	MRVI1 IRAG JAW1L
Q2M296	reviewed	MTHFSD
Q9HAU5	reviewed	UPF2 KIAA1408 RENT2
Q9H628	reviewed	RERGL
P57771	reviewed	RGS8
Q8WU10	reviewed	PYROXD1
Q8N4Q0	reviewed	ZADH2 PTGR3
A8MU46	reviewed	SMTNL1
P61278	reviewed	SST
Q86W33	reviewed	TPRA1 GPR175 TMEM227 PP6566
Q16613	reviewed	AANAT SNAT
Q9C093	reviewed	SPEF2 KIAA1770 KPL2
Q9NQ25	reviewed	SLAMF7 CS1 UNQ576/PRO1138
O76038	reviewed	SCGN SECRET
P57768	reviewed	SNX16
Q15036	reviewed	SNX17 KIAA0064
Q969T3	reviewed	SNX21 C20orf161 SNXL
Q96RF0	reviewed	SNX18 SH3PXD3B SNAG1
Q9H3E2	reviewed	SNX25 MSTP043
Q8TEQ0	reviewed	SNX29 RUNDC2A
Q9NRA0	reviewed	SPHK2 SK2
Q14108	reviewed	SCARB2 CD36L2 LIMP2 LIMPII
O75711	reviewed	SCRG1 UNQ390/PRO725
Q12765	reviewed	SCRN1 KIAA0193
Q9Y5X2	reviewed	SNX8
Q9UNH6	reviewed	SNX7
P47872	reviewed	SCTR
O94956	reviewed	SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9
Q96BD0	reviewed	SLCO4A1 OATP1 OATP4A1 OATPE SLC21A12
Q9H2Y9	reviewed	SLCO5A1 OATP5A1 SLC21A15
Q9BQ50	reviewed	TREX2
A0MZ66	reviewed	SHTN1 KIAA1598
Q6P589	reviewed	TNFAIP8L2
O75908	reviewed	SOAT2 ACACT2 ACAT2
O43291	reviewed	SPINT2 HAI2 KOP
A7XYQ1	reviewed	SOBP JXC1
Q9UHJ6	reviewed	SHPK CARKL
Q9UL12	reviewed	SARDH DMGDHL1
Q8WXH5	reviewed	SOCS4 SOCS7
P49591	reviewed	SARS SERS
P03986	reviewed	TRGC2 TCRGC2
A0A0C4DH27	reviewed	TRGV8 TCRGV8
Q99603	reviewed	TRGV9 TCRGV9
Q9BUA3	reviewed	SPINDOC C11orf84
P18827	reviewed	SDC1 SDC
Q9C019	reviewed	TRIM15 RNF93 ZNF178 ZNFB7
O95361	reviewed	TRIM16 EBBP
P59797	reviewed	SELENOV SELV
Q9H3T2	reviewed	SEMA6C KIAA1869 SEMAY
Q9UPN9	reviewed	TRIM33 KIAA1113 RFG7 TIF1G
Q02383	reviewed	SEMG2
P21912	reviewed	SDHB SDH SDH1
Q9BYE4	reviewed	SPRR2G
Q9NX18	reviewed	SDHAF2 C11orf79 PGL2 SDH5
Q58EX2	reviewed	SDK2 KIAA1514
Q9NUQ6	reviewed	SPATS2L DNAPTP6 SP1224
Q6PJ21	reviewed	SPSB3 C16orf31 SSB3
P49908	reviewed	SELENOP SELP SEPP1
Q8NB59	reviewed	SYT14
Q07890	reviewed	SOS2
Q07889	reviewed	SOS1
Q96N96	reviewed	SPATA13
Q8WYJ6	reviewed	SEPTIN1 DIFF6 PNUTL3 SEPT1
Q92748	reviewed	THRSP
Q7Z4G4	reviewed	TRMT11 C6orf75 MDS024
Q6X4U4	reviewed	SOSTDC1 USAG1 CDA019
Q9BQB4	reviewed	SOST UNQ2976/PRO7455/PRO7476
A6NGB0	reviewed	TMEM191C
Q96Q11	reviewed	TRNT1 CGI-47
Q96L03	reviewed	SPATA17
Q5TEA6	reviewed	SEL1L2 C20orf50
Q96GJ1	reviewed	TRMT2B CXorf34
O43175	reviewed	PHGDH PGDH3
O00570	reviewed	SOX1
P78330	reviewed	PSPH
Q9P0Z9	reviewed	PIPOX LPIPOX PSO
Q9H930	reviewed	SP140L
Q9Y6N5	reviewed	SQOR SQRDL CGI-44
Q9BVQ7	reviewed	SPATA5L1
Q86WD7	reviewed	SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337
Q9P0W8	reviewed	SPATA7 HSD3
Q9UHR5	reviewed	SAP30BP HCNGP HTRG HTRP
Q86TD4	reviewed	SRL
P01374	reviewed	LTA TNFB TNFSF1
Q9UKE5	reviewed	TNIK KIAA0551
Q8WXA9	reviewed	SREK1 SFRS12 SRRP86
Q8WUX1	reviewed	SLC38A5 JM24 SN2 SNAT5 PP7194
Q495M3	reviewed	SLC36A2 PAT2 TRAMD1
A0A1B0GVY4	reviewed	SMIM31
O75044	reviewed	SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A
P49458	reviewed	SRP9
Q9BRY0	reviewed	SLC39A3 ZIP3
Q7Z2V1	reviewed	C16orf82
P50616	reviewed	TOB1 TOB TROB1
Q9BY07	reviewed	SLC4A5 NBC4
Q12872	reviewed	SFSWAP SFRS8 SWAP
P61619	reviewed	SEC61A1 SEC61A
Q96PL1	reviewed	SCGB3A2 PNSP1 UGRP1 UNQ566/PRO1128
Q96CW6	reviewed	SLC7A6OS
Q8N196	reviewed	SIX5 DMAHP
Q13242	reviewed	SRSF9 SFRS9 SRP30C
O60784	reviewed	TOM1
Q96HA7	reviewed	TONSL IKBR NFKBIL2
P84550	reviewed	SKOR1 CORL1 FUSSEL15 LBXCOR1
Q96I59	reviewed	NARS2
Q13309	reviewed	SKP2 FBXL1
Q8NBK3	reviewed	SUMF1 PSEC0152 UNQ3037/PRO9852
P16455	reviewed	MGMT
Q99735	reviewed	MGST2 GST2
O75145	reviewed	PPFIA3 KIAA0654
Q96N66	reviewed	MBOAT7 BB1 LENG4 OACT7
P01569	reviewed	IFNA5
O14880	reviewed	MGST3
Q9UBC1	reviewed	NFKBIL1 IKBL
Q04759	reviewed	PRKCQ PRKCT
Q8WW33	reviewed	GTSF1 FAM112B
Q9UIG4	reviewed	PSORS1C2 C6orf17 SPR1
Q96HM7	reviewed	PCED1B FAM113B
Q96S96	reviewed	PEBP4 CORK1 UNQ1933/PRO4408
Q8NBR0	reviewed	TP53I13 DSCP1
Q9BQ51	reviewed	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2
P0DPQ3	reviewed	PRR20G
Q5VTL8	reviewed	PRPF38B
Q8IVF1	reviewed	NUTM2A FAM22A KIAA2020
E9PQR5	reviewed	NPIPB8
Q9P0S3	reviewed	ORMDL1 HSPC202
Q9BXD5	reviewed	NPL C1orf13
P56589	reviewed	PEX3
Q9BR26	reviewed	OCSTAMP C20orf123
Q06495	reviewed	SLC34A1 NPT2 SLC17A2
O95436	reviewed	SLC34A2
P15559	reviewed	NQO1 DIA4 NMOR1
P22059	reviewed	OSBP OSBP1
Q8WVF1	reviewed	OSCP1 C1orf102 NOR1
Q9NPF4	reviewed	OSGEP GCPL1
O75665	reviewed	OFD1 CXorf5
Q8WUM0	reviewed	NUP133
Q6UX06	reviewed	OLFM4 GW112 UNQ362/PRO698
Q8TB73	reviewed	NDNF C4orf31 UNQ2748/PRO6487
Q9UHY1	reviewed	NRBP1 BCON3 NRBP
Q96F24	reviewed	NRBF2 COPR
O95182	reviewed	NDUFA7
O43674	reviewed	NDUFB5
Q9NXK6	reviewed	PAQR5 MPRG
Q86WK9	reviewed	PAQR7 MRPA
Q9P032	reviewed	NDUFAF4 C6orf66 HRPAP20 HSPC125 My013
Q13508	reviewed	ART3 TMART
P11464	reviewed	PSG1 B1G1 PSBG1 PSGGA
Q6PIU2	reviewed	NCEH1 AADACL1 KIAA1363
P19878	reviewed	NCF2 NOXA2 P67PHOX
Q8NHV4	reviewed	NEDD1
Q16612	reviewed	NREP C5orf13 P311
Q9ULV0	reviewed	MYO5B KIAA1119
Q9UH03	reviewed	SEPTIN3 SEP3 SEPT3
Q9UPS6	reviewed	SETD1B KIAA1076 KMT2G SET1B
Q86VV8	reviewed	RTTN
Q86U17	reviewed	SERPINA11
Q86W54	reviewed	SPATA24
Q9NRH3	reviewed	TUBG2
Q9BYW2	reviewed	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069
O75391	reviewed	SPAG7
Q96JX3	reviewed	SERAC1
Q15637	reviewed	SF1 ZFM1 ZNF162
Q9UBP0	reviewed	SPAST ADPSP FSP2 KIAA1083 SPG4
Q12874	reviewed	SF3A3 SAP61
Q5VVP1	reviewed	SPATA31A6 FAM75A6
Q9HAS3	reviewed	SLC28A3 CNT3
Q9H2K2	reviewed	TNKS2 PARP5B TANK2 TNKL
Q8IY81	reviewed	FTSJ3 SB92
P48594	reviewed	SERPINB4 PI11 SCCA2
Q9BWJ5	reviewed	SF3B5 SF3B10
P32971	reviewed	TNFSF8 CD30L CD30LG
Q9HA92	reviewed	RSAD1
Q9H173	reviewed	SIL1 UNQ545/PRO836
Q7Z3B0	reviewed	SMIM15 C5orf43
Q08AI6	reviewed	SLC38A11 AVT2
P45378	reviewed	TNNT3
A6NNN8	reviewed	SLC38A8
Q96JW4	reviewed	SLC41A2
Q9NUM3	reviewed	SLC39A9 ZIP9 UNQ714/PRO1377
Q86VL8	reviewed	SLC47A2 MATE2
Q8IYB3	reviewed	SRRM1 SRM160
Q9H1V8	reviewed	SLC6A17 NTT4
Q5JTV8	reviewed	TOR1AIP1 LAP1
P48065	reviewed	SLC6A12
P41252	reviewed	IARS
Q96ER3	reviewed	SAAL1
O00141	reviewed	SGK1 SGK
Q13247	reviewed	SRSF6 SFRS6 SRP55
Q9UIU6	reviewed	SIX4
Q9Y3P8	reviewed	SIT1 SIT
W5XKT8	reviewed	SPACA6 SPACA6P UNQ2487/PRO5774
Q15785	reviewed	TOMM34 URCC3
Q9BX95	reviewed	SGPP1 SPP1
Q96BD8	reviewed	SKA1 C18orf24
Q7Z2R9	reviewed	SSBP3-AS1 C1orf191 MSTP128
Q15424	reviewed	SAFB HAP HET SAFB1
Q9Y2Z0	reviewed	SUGT1
Q99961	reviewed	SH3GL1 CNSA1 SH3D2B
Q8N3V7	reviewed	SYNPO KIAA1029
Q8TEC5	reviewed	SH3RF2 POSH3 POSHER PPP1R39 RNF158
Q5JR98	reviewed	TCTEX1D4
Q8WYL5	reviewed	SSH1 KIAA1298 SSH1L
Q7Z6J0	reviewed	SH3RF1 KIAA1494 POSH POSH1 RNF142 SH3MD2
M5A8F1	reviewed	ERVH48-1 C21orf105 HERV-Fb1 NDUFV3-AS1
Q9UNL2	reviewed	SSR3 TRAPG
P30872	reviewed	SSTR1
Q96NU1	reviewed	SAMD11
Q5VXU9	reviewed	SHOC1 C9orf84
Q9ULL8	reviewed	SHROOM4 KIAA1202 SHAP
A6NI61	reviewed	MYMK TMEM226 TMEM8C
O15374	reviewed	SLC16A4 MCT4 MCT5
Q13613	reviewed	MTMR1
Q13506	reviewed	NAB1
Q15435	reviewed	PPP1R7 SDS22
P55157	reviewed	MTTP MTP
Q00G26	reviewed	PLIN5 LSDP5 OXPAT PAT-1
O00168	reviewed	FXYD1 PLM
Q8N3S3	reviewed	PHTF2
Q6ZV29	reviewed	PNPLA7 C9orf111
P63132	reviewed	HERVK_113
Q6T4P5	reviewed	PLPPR3 LPPR3 PHP2 PRG2
Q8N307	reviewed	MUC20 KIAA1359 UNQ2782/PRO7170
P48426	reviewed	PIP4K2A PIP5K2 PIP5K2A
Q8TEM1	reviewed	NUP210 KIAA0906 PSEC0245
P43121	reviewed	MCAM MUC18
Q9UJF2	reviewed	RASAL2 NGAP
Q9ULC0	reviewed	EMCN EMCN2 MUC14
P42356	reviewed	PI4KA PIK4 PIK4CA
Q8N7G0	reviewed	POU5F2 SPRM1
O75928	reviewed	PIAS2 PIASX
Q9P215	reviewed	POGK KIAA1513 LST003 SLTP003
Q15735	reviewed	INPP5J PIB5PA PIPP
P13796	reviewed	LCP1 PLS2
Q9QC07	reviewed	ERVK-18
Q9P1A2	reviewed	PPP4R1L C20orf192 PRO1085
P63133	reviewed	ERVK-8
Q13492	reviewed	PICALM CALM
Q13505	reviewed	MTX1 MTX MTXN
Q9NRD5	reviewed	PICK1 PRKCABP
Q6NUP7	reviewed	PPP4R4 KIAA1622 PP4R4
Q9HB75	reviewed	PIDD1 LRDD PIDD
Q92508	reviewed	PIEZO1 FAM38A KIAA0233
P13686	reviewed	ACP5
Q8TCI5	reviewed	PIFO C1orf88
B2RC85	reviewed	RSPH10B2
P37287	reviewed	PIGA
P24666	reviewed	ACP1
Q92535	reviewed	PIGC GPI2
Q5H8A4	reviewed	PIGG GPI7 UNQ1930/PRO4405
Q9Y2B2	reviewed	PIGL
O95427	reviewed	PIGN MCD4
P11117	reviewed	ACP2
P15309	reviewed	ACPP
P01833	reviewed	PIGR
Q07869	reviewed	PPARA NR1C1 PPAR
P37231	reviewed	PPARG NR1C3
Q8TBF5	reviewed	PIGX
Q9NQM4	reviewed	PIH1D3 CXorf41
P05186	reviewed	ALPL
P48147	reviewed	PREP PEP
Q9NYK5	reviewed	MRPL39 C21orf92 MRPL5 RPML5 MSTP003 PRED22
Q86V86	reviewed	PIM3
Q9NQ50	reviewed	MRPL40 NLVCF URIM
O14829	reviewed	PPEF1 PPEF PPP7C
O14830	reviewed	PPEF2
Q9Y6G3	reviewed	MRPL42 MRPL31 MRPS32 RPML31 HSPC204 PTD007
Q9H2W6	reviewed	MRPL46 C15orf4 LIECG2
P45877	reviewed	PPIC CYPC
Q13405	reviewed	MRPL49 C11orf4 NOF1 OK/SW-cl.67
O75051	reviewed	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235
O43447	reviewed	PPIH CYP20 CYPH
P51805	reviewed	PLXNA3 PLXN4 SEX
Q9Y3C6	reviewed	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984
Q9HCM2	reviewed	PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003
Q96BK5	reviewed	PINX1 LPTL LPTS
Q9ULL4	reviewed	PLXNB3 KIAA1206 PLXN6
Q9Y4D7	reviewed	PLXND1 KIAA0620
O43586	reviewed	PSTPIP1 CD2BP1
Q00169	reviewed	PITPNA PITPN
O95744	reviewed	PMS2P2 PMS2L14 PMS2L2 PMS4
Q13401	reviewed	PMS2P3 PMS2L3 PMS2L9 PMS5 PMSR3
A8MQ11	reviewed	PMS2P5 PMS2L5 PMS4 PMS7
Q7Z3Z3	reviewed	PIWIL3
Q96J94	reviewed	PIWIL1 HIWI
Q5K4E3	reviewed	PRSS36
P53041	reviewed	PPP5C PPP5
P50336	reviewed	PPOX
Q5T8A7	reviewed	PPP1R26 KIAA0649
Q9ULM0	reviewed	PLEKHH1 KIAA1200
Q9HAU0	reviewed	PLEKHA5 KIAA1686 PEPP2
Q6NYC8	reviewed	PPP1R18 HKMT1098 KIAA1949
Q494U1	reviewed	PLEKHN1 CLPABP
Q8NFJ6	reviewed	PROKR2 GPR73L1 PKR2
Q16513	reviewed	PKN2 PRK2 PRKCL2
Q9Y6A1	reviewed	POMT1
Q9Y3P4	reviewed	RHBDD3 C22orf3
Q92730	reviewed	RND1 RHO6
P61587	reviewed	RND3 ARHE RHO8 RHOE
P52198	reviewed	RND2 ARHN RHO7
Q9H310	reviewed	RHBG
O75783	reviewed	RHBDL1 RHBDL
Q9Y3C5	reviewed	RNF11 CGI-123
O94844	reviewed	RHOBTB1 KIAA0740
P61927	reviewed	RPL37
Q9BYZ6	reviewed	RHOBTB2 DBC2 KIAA0717
Q96E14	reviewed	RMI2 C16orf75
O94955	reviewed	RHOBTB3 KIAA0878
P18577	reviewed	RHCE RHC RHE
Q9UBS8	reviewed	RNF14 ARA54 HRIHFB2038
Q9UBD6	reviewed	RHCG C15orf6 CDRC2 PDRC2 RHGK
A8MTL3	reviewed	RNF212B C14orf164
Q96EP0	reviewed	RNF31 ZIBRA
P48645	reviewed	NMU
Q16816	reviewed	PHKG1 PHKG
Q99551	reviewed	MTERF1 MTERF
Q6XQN6	reviewed	NAPRT FHIP NAPRT1
Q96J65	reviewed	ABCC12 MRP9
Q14149	reviewed	MORC3 KIAA0136 NXP2 ZCWCC3
P19174	reviewed	PLCG1 PLC1
Q15111	reviewed	PLCL1
P28074	reviewed	PSMB5 LMPX MB1 X
Q96BF6	reviewed	NACC2 BTBD14A NAC2 RBB
Q9H4B4	reviewed	PLK3 CNK FNK PRK
Q9UL25	reviewed	RAB21 KIAA0118
Q02127	reviewed	DHODH
P29762	reviewed	CRABP1 RBP5
Q9UJV8	reviewed	PURG
Q92878	reviewed	RAD50
P62244	reviewed	RPS15A OK/SW-cl.82
P46776	reviewed	RPL27A
Q06609	reviewed	RAD51 RAD51A RECA
Q8N1G1	reviewed	REXO1 ELOABP1 KIAA1138 TCEB3BP1
P30050	reviewed	RPL12
P60484	reviewed	PTEN MMAC1 TEP1
P25800	reviewed	LMO1 RBTN1 RHOM1 TTG1
A6NEQ0	reviewed	RBMY1E
P06400	reviewed	RB1
P78406	reviewed	RAE1 MRNP41
P18754	reviewed	RCC1 CHC1
A6NED2	reviewed	RCCD1
P04049	reviewed	RAF1 RAF
Q9HB40	reviewed	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302
P55895	reviewed	RAG2
Q9Y5P3	reviewed	RAI2
P54725	reviewed	RAD23A
P62834	reviewed	RAP1A KREV1
Q9H0K6	reviewed	PUS7L
Q9HBH5	reviewed	RDH14 PAN2 SDR7C4 UNQ529/PRO1072
Q6UX71	reviewed	PLXDC2 TEM7R UNQ2514/PRO6003
Q86Y79	reviewed	PTRH1 C9orf115
Q8WUK0	reviewed	PTPMT1 MOSP PLIP PNAS-129
Q2TAY7	reviewed	SMU1
A6NNV3	reviewed	SPDYE16
Q9BPW5	reviewed	RASL11B
P63165	reviewed	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43
O43623	reviewed	SNAI2 SLUG SLUGH
P56180	reviewed	TPTE
Q12824	reviewed	SMARCB1 BAF47 INI1 SNF5L1
P55809	reviewed	OXCT1 OXCT SCOT
O75971	reviewed	SNAPC5 SNAP19
O75940	reviewed	SMNDC1 SMNR SPF30
Q15035	reviewed	TRAM2 KIAA0057
Q9H4I8	reviewed	SERHL2 SERHL
Q9UDY6	reviewed	TRIM10 RFB30 RNF9
O94972	reviewed	TRIM37 KIAA0898 MUL POB1
Q9HCM9	reviewed	TRIM39 RNF23 TFP
Q9BSJ1	reviewed	TRIM51 SPRYD5
Q6P9F5	reviewed	TRIM40 RNF35
Q9BRZ2	reviewed	TRIM56 RNF109
Q9C040	reviewed	TRIM2 KIAA0517 RNF86
A6NGJ6	reviewed	TRIM64 C11orf28
Q9GZR1	reviewed	SENP6 KIAA0797 SSP1 SUSP1 FKSG6
Q14526	reviewed	HIC1 ZBTB29
Q4G0Z9	reviewed	MCMDC2 C8orf45
Q9BW72	reviewed	HIGD2A
Q8NE86	reviewed	MCU C10orf42 CCDC109A
Q86YW9	reviewed	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314
P86397	reviewed	HTD2
P01583	reviewed	IL1A IL1F1
P40933	reviewed	IL15
Q9H5V7	reviewed	IKZF5 ZNFN1A5
Q7L2J0	reviewed	MEPCE BCDIN3
Q9BYR5	reviewed	KRTAP4-2 KAP4.2 KRTAP4.2
Q9BYQ0	reviewed	KRTAP9-8 KAP9.8 KRTAP9.8
Q8IUC3	reviewed	KRTAP7-1 KAP7.1 KRTAP7.1
O60882	reviewed	MMP20
Q14500	reviewed	KCNJ12 IRK2 KCNJN1
P60329	reviewed	KRTAP12-4 KAP12.4 KRTAP12.4
Q68DU8	reviewed	KCTD16 KIAA1317
Q3LI66	reviewed	KRTAP6-2 KAP6.2
Q14392	reviewed	LRRC32 D11S833E
Q96T55	reviewed	KCNK16 TALK1
Q9Y2U2	reviewed	KCNK7
Q8IYG6	reviewed	LRRC56
Q9HCJ2	reviewed	LRRC4C KIAA1580 NGL1 UNQ292/PRO331
Q86UP2	reviewed	KTN1 CG1 KIAA0004
Q56UN5	reviewed	MAP3K19 RCK YSK4
Q8N257	reviewed	HIST3H2BB
Q9NXJ0	reviewed	MS4A12
Q96DS6	reviewed	MS4A6E
Q16695	reviewed	HIST3H3 H3FT
Q9Y4K4	reviewed	MAP4K5
O60938	reviewed	KERA SLRR2B
Q8N5G2	reviewed	MACO1 TMEM57
A6NJU9	reviewed	NPIPB13
Q8NEN9	reviewed	PDZD8 PDZK8
Q9UPP1	reviewed	PHF8 KIAA1111 ZNF422
O95613	reviewed	PCNT KIAA0402 PCNT2
P60323	reviewed	NANOS3 NOS3
Q68DK7	reviewed	MSL1 MSL1L1
Q6TCH7	reviewed	PAQR3
P03905	reviewed	MT-ND4 MTND4 NADH4 ND4
Q15238	reviewed	PSG5
Q09161	reviewed	NCBP1 CBP80 NCBP
P13995	reviewed	MTHFD2 NMDMC
Q9NY59	reviewed	SMPD3
Q96BX8	reviewed	MOB3A MOBKL2A
Q9NP98	reviewed	MYOZ1 MYOZ
P07196	reviewed	NEFL NF68 NFL
P19387	reviewed	POLR2C A-152E5.7
Q96E17	reviewed	RAB3C
Q9NS64	reviewed	RPRM
O43353	reviewed	RIPK2 CARDIAK RICK RIP2 UNQ277/PRO314/PRO34092
Q9Y572	reviewed	RIPK3 RIP3
Q9ULW5	reviewed	RAB26
Q9H1E1	reviewed	RNASE7 UNQ2516/PRO6006
Q0D2K3	reviewed	RIPPLY1
P46778	reviewed	RPL21
P29373	reviewed	CRABP2
Q13702	reviewed	RAPSN RNF205
Q96HA9	reviewed	PEX11G PEX11C
O96011	reviewed	PEX11B
Q8NE09	reviewed	RGS22
A5PLK6	reviewed	RGSL1 RGSL RGSL2
Q9HCM1	reviewed	RESF1 C12orf35 KIAA1551
O95758	reviewed	PTBP3 ROD1
Q96NR3	reviewed	PTCHD1
Q9HD40	reviewed	SEPSECS TRNP48
Q6STE5	reviewed	SMARCD3 BAF60C
Q9H9C1	reviewed	VIPAS39 C14orf133 SPE39 VIPAR
Q7KZF4	reviewed	SND1 TDRD11
Q9UIL1	reviewed	SCOC SCOCO HRIHFB2072
Q9BVS5	reviewed	TRMT61B
P31040	reviewed	SDHA SDH2 SDHF
P22532	reviewed	SPRR2D
Q5JUK2	reviewed	SOHLH1 C9orf157 NOHLH TEB2
Q7Z5N4	reviewed	SDK1
P68366	reviewed	TUBA4A TUBA1
Q8IW70	reviewed	TMEM151B C6orf137 TMEM193
Q9BT88	reviewed	SYT11 KIAA0080
Q17RD7	reviewed	SYT16 STREP14 SYT14L SYT14R
A6NK02	reviewed	TRIM75P TRIM75
Q9UBB9	reviewed	TFIP11 STIP HSPC006
Q15019	reviewed	SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2
Q96GA7	reviewed	SDSL
Q7Z572	reviewed	SPATA21
Q9BYH1	reviewed	SEZ6L KIAA0927 UNQ2542/PRO6094
O95416	reviewed	SOX14 SOX28
O60248	reviewed	SOX15 SOX12 SOX20 SOX26 SOX27
Q4VX76	reviewed	SYTL3 SLP3
Q86VE9	reviewed	SERINC5 C5orf12
P59025	reviewed	RTP1 Z3CXXC1
O95363	reviewed	FARS2 FARS1 HSPC320
Q01105	reviewed	SET
O95271	reviewed	TNKS PARP5A PARPL TIN1 TINF1 TNKS1
Q15025	reviewed	TNIP1 KIAA0113 NAF1
P23327	reviewed	HRC HCP
Q5VWQ0	reviewed	RSBN1
P29508	reviewed	SERPINB3 SCCA SCCA1
Q8TB61	reviewed	SLC35B2 PAPST1 PSEC0149
P10997	reviewed	IAPP
Q96T53	reviewed	MBOAT4 GOAT OACT4 FKSG89
Q9P0W0	reviewed	IFNK UNQ6124/PRO20084
A0A087WXM9	reviewed	MEIKIN
P54198	reviewed	HIRA DGCR1 HIR TUPLE1
Q99687	reviewed	MEIS3 MRG2
Q8IVU1	reviewed	IGDCC3 PUNC
Q16082	reviewed	HSPB2
P08700	reviewed	IL3
P32927	reviewed	CSF2RB IL3RB IL5RB
P13232	reviewed	IL7
O43719	reviewed	HTATSF1
Q5JXM2	reviewed	METTL24 C6orf186
Q8TDB4	reviewed	MGARP C4orf49 CESP1 HUMMR OSAP GS3582
A0AUZ9	reviewed	KANSL1L C2orf67
Q86U10	reviewed	ASPG C14orf76
Q9BQ90	reviewed	KLHDC3 PEAS
P22694	reviewed	PRKACB
O95757	reviewed	HSPA4L APG1 OSP94
Q0D2K2	reviewed	KLHL30
Q58FG0	reviewed	HSP90AA5P HSP90AE
Q96JA1	reviewed	LRIG1 LIG1
O94898	reviewed	LRIG2 KIAA0806 LIG2
Q9NYD6	reviewed	HOXC10 HOX3I
Q9BW62	reviewed	KATNAL1
Q495T6	reviewed	MMEL1 MELL1 MMEL2 NEP2
O95198	reviewed	KLHL2
Q9H204	reviewed	MED28 EG1 FKSG20
Q9P0W2	reviewed	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R
P06239	reviewed	LCK
O94819	reviewed	KBTBD11 CMLAP KIAA0711 KLHDC7C
P09238	reviewed	MMP10 STMY2
P39900	reviewed	MMP12 HME
P78368	reviewed	CSNK1G2 CK1G2
Q4G112	reviewed	HSF5 HSTF5
A1A580	reviewed	KRTAP23-1 KAP23.1
Q9H116	reviewed	GZF1 ZBTB23 ZNF336
Q8IUC2	reviewed	KRTAP8-1 KAP8.1 KRTAP8.1
Q6L8G5	reviewed	KRTAP5-10 KAP5.10 KRTAP5.10
P78508	reviewed	KCNJ10
P0C5Y4	reviewed	KRTAP1-4 KAP1.4 KRTAP1.4
Q5SZI1	reviewed	LDLRAD2
Q8TAF5	reviewed	FLVCR1-DT FLVCR1-AS1 LQK1
Q9Y257	reviewed	KCNK6 TOSS TWIK2
A6NM62	reviewed	LRRC53
Q8N309	reviewed	LRRC43
O14896	reviewed	IRF6
Q9H9H5	reviewed	MAP6D1
