Entry	Status	Gene names
P62266	reviewed	RPS23
Q9UL52	reviewed	TMPRSS11E DESC1 TMPRSS11E2 UNQ742/PRO1461
Q8NCL8	reviewed	TMEM116
Q6N022	reviewed	TENM4 KIAA1302 ODZ4 TNM4
Q5U3C3	reviewed	TMEM164
Q9Y4R8	reviewed	TELO2 KIAA0683
Q9Y6G1	reviewed	TMEM14A C6orf73 PTD011
Q96AN5	reviewed	TMEM143 UNQ5922/PRO19813
Q8IV31	reviewed	TMEM139 UNQ1932/PRO4407
Q5W0B7	reviewed	TMEM236 FAM23A FAM23B
Q3KQV9	reviewed	UAP1L1
Q15853	reviewed	USF2 BHLHB12
Q9BQ65	reviewed	USB1 C16orf57
A1L4Q6	reviewed	
O14562	reviewed	UBFD1 UBPH
A0A0B4J275	reviewed	TRAV17
A0A075B6T7	reviewed	TRAV6 TCRAV5S1
A0A075B6U4	reviewed	TRAV7
A0A1B0GX51	reviewed	TRBV7-8
A0A1B0GX31	reviewed	TRBV7-6
Q8NBP0	reviewed	TTC13 PSEC0076
A0A1B0GX78	reviewed	TRBV12-5
A0A584	reviewed	TRBV11-2 TCRBV21S3A2N2T
Q9GZX9	reviewed	TWSG1 TSG PSEC0250
Q6UWH6	reviewed	TEX261 UNQ1882/PRO4325
Q14157	reviewed	UBAP2L KIAA0144 NICE4
Q70EL2	reviewed	USP45
Q93009	reviewed	USP7 HAUSP
Q8TF42	reviewed	UBASH3B KIAA1959 STS1
O43167	reviewed	ZBTB24 KIAA0441 ZNF450
Q96HZ7	reviewed	URB1-AS1 C21orf119 PRED84
Q9H379	reviewed	PRO3102
A8MXE2	reviewed	
Q9C0D7	reviewed	ZC3H12C KIAA1726 MCPIP3
Q9HAW7	reviewed	UGT1A7 GNT1 UGT1
Q5JXB2	reviewed	UBE2NL
Q8IUH4	reviewed	ZDHHC13 HIP14L HIP3RP
O60701	reviewed	UGDH
P08590	reviewed	MYL3
P00491	reviewed	PNP NP
P48039	reviewed	MTNR1A
Q9P1U0	reviewed	ZNRD1 RPA12
P24928	reviewed	POLR2A POLR2
P57735	reviewed	RAB25 CATX8
O60671	reviewed	RAD1 REC1
A6NDE4	reviewed	RBMY1B
Q96JH8	reviewed	RADIL KIAA1849
Q9NYR8	reviewed	RDH8 PRRDH SDR28C2
Q9UIY3	reviewed	RWDD2A RWDD2
A0PJX4	reviewed	SHISA3
Q96F10	reviewed	SAT2 SSAT2
P21815	reviewed	IBSP BNSP
O75674	reviewed	TOM1L1 SRCASM
Q96LR4	reviewed	TAFA4 FAM19A4
Q86VD7	reviewed	SLC25A42
Q13395	reviewed	TARBP1 TRM3 TRP185
O00337	reviewed	SLC28A1 CNT1
Q86TM6	reviewed	SYVN1 HRD1 KIAA1810
Q5K4L6	reviewed	SLC27A3 ACSVL3 FATP3 PSEC0067 UNQ367/PRO703
P42224	reviewed	STAT1
P42226	reviewed	STAT6
Q13509	reviewed	TUBB3 TUBB4
P35590	reviewed	TIE1 TIE
P62851	reviewed	RPS25
Q6IPX1	reviewed	TBC1D3C TBC1D3D
Q8WY91	reviewed	THAP4 CGI-36 PP238
Q8N1Q8	reviewed	THEM5 ACOT15
Q8WUY1	reviewed	THEM6 C8orf55 PSEC0098
Q9UMW8	reviewed	USP18 ISG43
Q6IPX3	reviewed	TCEAL6
O60220	reviewed	TIMM8A DDP DDP1 TIM8A
P13693	reviewed	TPT1
A0A0A0MTA7	reviewed	TRBJ2-1
Q9Y490	reviewed	TLN1 KIAA1027 TLN
P61081	reviewed	UBE2M UBC12
Q9BVJ6	reviewed	UTP14A SDCCAG16
Q9UI72	reviewed	PRO0255
Q9Y3A2	reviewed	UTP11 UTP11L CGI-94 HDCMB12P
Q6ZUT4	reviewed	
Q9H6B1	reviewed	ZNF385D ZNF659
Q2TAA8	reviewed	TSNAXIP1 TXI1
Q15836	reviewed	VAMP3 SYB3
Q96AX1	reviewed	VPS33A
P27449	reviewed	ATP6V0C ATP6C ATP6L ATPL
Q9UIW0	reviewed	VAX2
P63123	reviewed	ERVK-18
Q9HBG4	reviewed	ATP6V0A4 ATP6N1B ATP6N2
Q9H270	reviewed	VPS11 RNF108 PP3476
Q5VIR6	reviewed	VPS53 PP13624
Q96QK1	reviewed	VPS35 MEM3 TCCCTA00141
Q6ZS49	reviewed	
Q9Y279	reviewed	VSIG4 CRIg Z39IG UNQ317/PRO362
Q8N0Z9	reviewed	VSIG10
Q63HK5	reviewed	TSHZ3 KIAA1474 TSH3 ZNF537
O43149	reviewed	ZZEF1 KIAA0399
Q9Y2B5	reviewed	VPS9D1 ATPBL C16orf7
Q96M66	reviewed	
Q9P253	reviewed	VPS18 KIAA1475
P62699	reviewed	YPEL5 CGI-127
Q96NS1	reviewed	YPEL4
Q8N3P4	reviewed	VPS8 KIAA0804
Q99986	reviewed	VRK1
Q86XK7	reviewed	VSIG1 GPA34
Q7Z7D3	reviewed	VTCN1 B7H4 UNQ659/PRO1291
Q14934	reviewed	NFATC4 NFAT3
Q9H3H1	reviewed	TRIT1 IPT MOD5
Q92871	reviewed	PMM1 PMMH22
Q96E22	reviewed	NUS1 C6orf68 NGBR
Q13232	reviewed	NME3
Q6NSJ0	reviewed	MYORG KIAA1161
Q13765	reviewed	NACA HSD48
P23471	reviewed	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ
Q8IUR0	reviewed	TRAPPC5
Q8N7U7	reviewed	TPRX1
Q8IWT1	reviewed	SCN4B
O94811	reviewed	TPPP TPPP1
Q6KCM7	reviewed	SLC25A25 APC3 KIAA1896 MCSC3 SCAMC2 UNQ549/PRO1106
Q9BX59	reviewed	TAPBPL
Q13487	reviewed	SNAPC2 SNAP45
Q9NRH2	reviewed	SNRK KIAA0096 SNFRK
Q9NY99	reviewed	SNTG2
Q8N0X2	reviewed	SPAG16 PF20
Q9NRS6	reviewed	SNX15
Q92854	reviewed	SEMA4D C9orf164 CD100 SEMAJ
Q96LD4	reviewed	TRIM47 GOA RNF100
Q5EBN2	reviewed	TRIM61 RNF35
Q8WW01	reviewed	TSEN15 C1orf19 SEN15
Q96LD8	reviewed	SENP8 DEN1 NEDP1 PRSC2 FKSG8
Q6ZU15	reviewed	SEPTIN14 SEPT14
Q8TE82	reviewed	SH3TC1
O75529	reviewed	TAF5L PAF65B
P48443	reviewed	RXRG NR2B3
Q9NV23	reviewed	OLAH THEDC1
Q15554	reviewed	TERF2 TRBF2 TRF2
P09493	reviewed	TPM1 C15orf13 TMSA
Q9NYZ4	reviewed	SIGLEC8 SAF2
Q9Y6J3	reviewed	SMAD5-AS1 DAMS SMAD5OS
Q96JE7	reviewed	SEC16B KIAA1928 LZTR2 RGPR SEC16S
Q2M3M2	reviewed	SLC5A9 SGLT4
Q08357	reviewed	SLC20A2 GLVR2 PIT2
Q9UPU9	reviewed	SAMD4A KIAA1053 SAMD4 SMAUG1
P17542	reviewed	TAL1 BHLHA17 SCL TCL5
O60779	reviewed	SLC19A2 THT1 TRMA
P67936	reviewed	TPM4
Q9NYW5	reviewed	TAS2R4
P48230	reviewed	TM4SF4 ILTMP
P62979	reviewed	RPS27A UBA80 UBCEP1
Q96A56	reviewed	TP53INP1 P53DINP1 SIP
O75764	reviewed	TCEA3 TFIISH
P62837	reviewed	UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B
Q9Y2T7	reviewed	YBX2 CSDA3 MSY2
P0CG47	reviewed	UBB
O75191	reviewed	XYLB
Q9H1B5	reviewed	XYLT2 XT2 UNQ3058/PRO9878
O95399	reviewed	UTS2 UNQ525/PRO1068
Q9NPD8	reviewed	UBE2T HSPC150 PIG50
Q6ZV60	reviewed	LINC00173 NCRNA00173
O95619	reviewed	YEATS4 GAS41
A0A0A6YYK7	reviewed	TRAV19
Q8WVJ9	reviewed	TWIST2 BHLHA39 DERMO1
Q9BXU7	reviewed	USP26
P59817	reviewed	ZNF280A SUHW1 ZNF280 ZNF636
Q9H3M7	reviewed	TXNIP VDUP1
Q92575	reviewed	UBXN4 KIAA0242 UBXD2 UBXDC1
Q5T124	reviewed	UBXN11 SOC UBXD5 PP2243
B2RXF5	reviewed	ZBTB42
Q9Y2Y4	reviewed	ZBTB32 FAZF TZFP ZNF538
O00124	reviewed	UBXN8 D8S2298E REP8 UBXD6
Q8WUN7	reviewed	UBTD2 DCUBP SB72
P68543	reviewed	UBXN2A UBXD4
P14679	reviewed	TYR
Q8N398	reviewed	VWA5B2
Q13564	reviewed	NAE1 APPBP1 HPP1
Q8NC26	reviewed	ZNF114
Q14586	reviewed	ZNF267
Q9NSD4	reviewed	ZNF275
Q9P2U7	reviewed	SLC17A7 BNPI VGLUT1
Q9UJN7	reviewed	ZNF391
Q9C0F3	reviewed	ZNF436 KIAA1710
O60290	reviewed	ZNF862 KIAA0543
Q9ULT6	reviewed	ZNRF3 KIAA1133 RNF203
Q9H609	reviewed	ZNF576
P0C672	reviewed	TSPAN19
A8MXY4	reviewed	ZNF99 C19orf9
Q96FV3	reviewed	TSPAN17 FBXO23 TM4SF17
Q9H9P5	reviewed	UNKL C16orf28 ZC3H5L ZC3HDC5L
Q5HYK9	reviewed	ZNF667
Q969E8	reviewed	TSR2
Q5T619	reviewed	ZNF648
Q8TCW7	reviewed	ZPLD1
Q6PF05	reviewed	TTC23L
Q96IR3	reviewed	
Q96NG3	reviewed	TTC25
Q6ZR54	reviewed	
Q6EMK4	reviewed	VASN SLITL2 UNQ314/PRO357/PRO1282
Q9UBD3	reviewed	XCL2 SCYC2
Q9Y5K8	reviewed	ATP6V1D ATP6M VATD
P08048	reviewed	ZFY
A8K0R7	reviewed	ZNF839 C14orf131
Q6ZSA8	reviewed	
Q8NAF0	reviewed	ZNF579
Q9NQZ8	reviewed	ZNF71 EZFIT
Q9NXT0	reviewed	ZNF586
Q5TGU0	reviewed	TSPO2 BZRPL1
Q92610	reviewed	ZNF592 KIAA0211
Q96LX8	reviewed	ZNF597
Q9C0B0	reviewed	UNK KIAA1753 ZC3H5 ZC3HDC5
Q86XF7	reviewed	ZNF575
Q9P0L0	reviewed	VAPA VAP33
Q9ULK5	reviewed	VANGL2 KIAA1215 STB1
P47989	reviewed	XDH XDHA
Q6ZSR3	reviewed	
Q9UFV3	reviewed	
P63125	reviewed	ERVK-25
Q9H269	reviewed	VPS16
A8MU10	reviewed	
A6NLU5	reviewed	VSTM2B
P05976	reviewed	MYL1
O96007	reviewed	MOCS2 MCBPE MOCO1
Q03395	reviewed	ROM1 TSPAN23
P35398	reviewed	RORA NR1F1 RZRA
Q7Z7H8	reviewed	MRPL10 MRPL8 RPML8
Q9BYC9	reviewed	MRPL20
Q96PX1	reviewed	RNF157 KIAA1917
Q9BZG1	reviewed	RAB34 RAB39 RAH
Q63HN8	reviewed	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR
Q86T96	reviewed	RNF180
Q13671	reviewed	RIN1
Q9UJC5	reviewed	SH3BGRL2 FASH3
Q9H299	reviewed	SH3BGRL3 P1725
Q76I76	reviewed	SSH2 KIAA1725 SSH2L
P26022	reviewed	PTX3 TNFAIP5 TSG14
Q6ZRY4	reviewed	RBPMS2
O43463	reviewed	SUV39H1 KMT1A SUV39H
Q9NWH9	reviewed	SLTM MET
Q7L1I2	reviewed	SV2B KIAA0735
Q5H9L4	reviewed	TAF7L TAF2Q
Q9Y274	reviewed	ST3GAL6 SIAT10
Q15544	reviewed	TAF11 TAF2I PRO2134
A0PJK1	reviewed	SLC5A10 SGLT5
Q8N697	reviewed	SLC15A4 PHT1 PTR4 FP12591
Q9Y666	reviewed	SLC12A7 KCC4
Q9UL49	reviewed	TCFL5 CHA E2BP1
A6NLC8	reviewed	
A8MV72	reviewed	
Q5T4F4	reviewed	ZFYVE27 SPG33
Q2TAL6	reviewed	VWC2 UNQ739/PRO1434
O75554	reviewed	WBP4 FBP21 FNBP21
Q96EX3	reviewed	WDR34
Q5VZL5	reviewed	ZMYM4 KIAA0425 ZNF262
Q5SVZ6	reviewed	ZMYM1
O15213	reviewed	WDR46 BING4 C6orf11 FP221
O43345	reviewed	ZNF208 ZNF91L
Q9P2Y4	reviewed	ZNF219
O14795	reviewed	UNC13B UNC13
Q7L2R6	reviewed	ZNF765
A8MUV8	reviewed	ZNF727 ZNF727P
P49815	reviewed	TSC2 TSC4
Q5T0B9	reviewed	ZNF362 PP6997
P17017	reviewed	ZNF14 GIOT4 KOX6
Q96I27	reviewed	ZNF625
Q5EBM4	reviewed	ZNF542P ZNF542
Q53GA4	reviewed	PHLDA2 BWR1C HLDA2 IPL TSSC3
Q86SQ0	reviewed	PHLDB2 LL5B
Q68DD2	reviewed	PLA2G4F
P28072	reviewed	PSMB6 LMPY Y
A6NHM9	reviewed	MOXD2P MOXD2
A6NCE7	reviewed	MAP1LC3B2
Q9BZK3	reviewed	NACA4P NACAP1 FKSG17
Q15274	reviewed	QPRT
Q86YR6	reviewed	POTED A26B3 ANKRD21 POTE
P62875	reviewed	POLR2L
Q495C1	reviewed	RNF212
Q5EBL4	reviewed	RILPL1 RLP1
Q5HYI8	reviewed	RABL3
Q8WV60	reviewed	PTCD2
P31350	reviewed	RRM2 RR2
Q5TC82	reviewed	RC3H1 KIAA2025 RNF198
P61353	reviewed	RPL27
Q9UKA8	reviewed	RCAN3 DSCR1L2
P35268	reviewed	RPL22
P26374	reviewed	CHML REP2
O75452	reviewed	RDH16 RODH4 SDR9C8
P13631	reviewed	RARG NR1B3
P23470	reviewed	PTPRG PTPG
Q9Y580	reviewed	RBM7
O95391	reviewed	SLU7
Q9BSH4	reviewed	TACO1 CCDC44 PRO0477
O95487	reviewed	SEC24B
Q8IYB5	reviewed	SMAP1
Q86XR7	reviewed	TICAM2 TIRAP3 TIRP TRAM
Q07352	reviewed	ZFP36L1 BERG36 BRF1 ERF1 RNF162B TIS11B
Q9BXR5	reviewed	TLR10 UNQ315/PRO358
P62269	reviewed	RPS18 D6S218E
Q96B77	reviewed	TMEM186 C16orf51
Q1RN00	reviewed	
Q93008	reviewed	USP9X DFFRX FAM USP9
P49459	reviewed	UBE2A RAD6A
A8MPS7	reviewed	YDJC
Q9H521	reviewed	
Q9NYZ1	reviewed	TVP23B FAM18B FAM18B1 CGI-148 NPD008
Q9BZL1	reviewed	UBL5
Q70EL3	reviewed	USP50
Q66K41	reviewed	ZNF385C
P62328	reviewed	TMSB4X TB4X THYB4 TMSB4
Q8NAM6	reviewed	ZSCAN4 ZNF494
Q969X2	reviewed	ST6GALNAC6 SIAT7F UNQ708/PRO1359
Q96RL6	reviewed	SIGLEC11 UNQ9222/PRO28718
Q15532	reviewed	SS18 SSXT SYT
P13866	reviewed	SLC5A1 NAGT SGLT1
Q5SNT2	reviewed	TMEM201 NET5 SAMP1
O60224	reviewed	SSX4 SSX4A; SSX4B
Q9UQE7	reviewed	SMC3 BAM BMH CSPG6 SMC3L1
Q8IZP2	reviewed	ST13P4 FAM10A4
Q9BSF0	reviewed	C2orf88
Q9Y226	reviewed	SLC22A13 OCTL1 ORCTL3
P62316	reviewed	SNRPD2 SNRPD1
Q8N5S1	reviewed	SLC25A41
Q5H9E4	reviewed	SLC25A53 MCART6
O76070	reviewed	SNCG BCSG1 PERSYN PRSN
Q99576	reviewed	TSC22D3 DSIPI GILZ
P56962	reviewed	STX17
Q96BZ9	reviewed	TBC1D20 C20orf140
Q0IIM8	reviewed	TBC1D8B
Q9Y2I9	reviewed	TBC1D30 KIAA0984
Q66K14	reviewed	TBC1D9B KIAA0676
Q86TI0	reviewed	TBC1D1 KIAA1108
Q5QJ74	reviewed	TBCEL LRRC35
Q9P2Z0	reviewed	THAP10
Q8IY51	reviewed	TIGD4
P62072	reviewed	TIMM10 TIM10
Q8N9P0	reviewed	
Q6ZS46	reviewed	
Q5T1C6	reviewed	THEM4 CTMP
O95935	reviewed	TBX18
Q9Y5L4	reviewed	TIMM13 TIM13B TIMM13A TIMM13B
O14925	reviewed	TIMM23 TIM23
Q9BSF4	reviewed	TIMM29 c19orf52
Q9HAC7	reviewed	SUGCT C7orf10 DERP13
Q9Y6L7	reviewed	TLL2 KIAA0932
Q04724	reviewed	TLE1
Q15399	reviewed	TLR1 KIAA0012
P31314	reviewed	TLX1 HOX11 TCL3
Q6UX40	reviewed	TMEM107 DC20 UNQ638/PRO1268
Q92752	reviewed	TNR
Q5T6F2	reviewed	UBAP2 KIAA1491
Q5VYS8	reviewed	TUT7 HS2 KIAA1711 ZCCHC6
O75841	reviewed	UPK1B TSPAN20
O60844	reviewed	ZG16
Q8N5M4	reviewed	TTC9C
Q9BR11	reviewed	ZSWIM1 C20orf162
O95922	reviewed	TTLL1 C22orf7
Q9NNX1	reviewed	TUFT1
P0CG31	reviewed	ZNF286B ZNF286C ZNF286L
O75290	reviewed	ZNF780A
Q6ZT12	reviewed	UBR3 KIAA2024 ZNF650
Q8N806	reviewed	UBR7 C14orf130
P29597	reviewed	TYK2
Q8IZ13	reviewed	ZBED8 Buster3 C5orf54
P15374	reviewed	UCHL3
Q15916	reviewed	ZBTB6 ZID ZNF482
Q8N680	reviewed	ZBTB2 KIAA1483 ZNF437
P40126	reviewed	DCT TYRP2
Q9H5U6	reviewed	ZCCHC4
P35504	reviewed	UGT1A5 GNT1 UGT1
O75795	reviewed	UGT2B17
Q8N966	reviewed	ZDHHC22 C14orf59
Q9UJL9	reviewed	ZFP69B ZNF643
Q9H8U3	reviewed	ZFAND3 TEX27
Q9Y6W5	reviewed	WASF2 WAVE2
Q96PE6	reviewed	ZIM3 ZNF657
O95231	reviewed	VENTX HPX42B VENTX2
P61964	reviewed	WDR5 BIG3
Q6U7Q0	reviewed	ZNF322 ZNF322A ZNF388 ZNF489
Q86V71	reviewed	ZNF429
P0C1S8	reviewed	WEE2 WEE1B
Q2TB10	reviewed	ZNF800 PP902
Q8N3U1	reviewed	
O15195	reviewed	VILL
Q9P202	reviewed	WHRN DFNB31 KIAA1526
O95857	reviewed	TSPAN13 NET6 TM4SF13 UNQ260/PRO296
P49746	reviewed	THBS3 TSP3
P16473	reviewed	TSHR LGR3
Q06250	reviewed	WT1-AS WIT1
Q8TBZ8	reviewed	ZNF564
P0C880	reviewed	
Q9Y5W5	reviewed	WIF1 UNQ191/PRO217
Q8TAM2	reviewed	TTC8 BBS8
P15498	reviewed	VAV1 VAV
P63122	reviewed	ERVK-8
Q96MF0	reviewed	
Q9H8Y1	reviewed	VRTN C14orf115
Q9NP79	reviewed	VTA1 C6orf55 HSPC228 My012
Q15170	reviewed	TCEAL1 SIIR
P01858	reviewed	
P49750	reviewed	YLPM1 C14orf170 ZAP3
A0A0B4J276	reviewed	TRAV25
A0A0B4J268	reviewed	TRAV4
A0A0A6YYG2	reviewed	TRBV6-6
A0A0K0K1D8	reviewed	TRBV6-1
A0A0K0K1E9	reviewed	TRBV7-7
A0A578	reviewed	TRBV5-1 TCRBV5S1A1T
A0A0J9YWL9	reviewed	TEX13C
A8MUI8	reviewed	
A8MUZ8	reviewed	ZNF705G
Q9UMX0	reviewed	UBQLN1 DA41 PLIC1
Q96FA7	reviewed	ZBED6CL C7orf29
Q9NUW8	reviewed	TDP1
Q6UXR6	reviewed	UNQ6494/PRO21346
Q96NJ1	reviewed	
O95258	reviewed	SLC25A14 BMCP1 UCP5 UNQ791/PRO1682
Q96H79	reviewed	ZC3HAV1L C7orf39
P36537	reviewed	UGT2B10
Q6UX98	reviewed	ZDHHC24 UNQ2528/PRO6027
Q9UIJ5	reviewed	ZDHHC2 REAM REC ZNF372
Q5TC79	reviewed	ZBTB37
Q6UW78	reviewed	UQCC3 C11orf83 UNQ655/PRO1286
Q5SRD0	reviewed	WASHC2D FAM21D
Q9NQA3	reviewed	WASH6P CXYorf1 FAM39A
A6NIX2	reviewed	WTIP
A8MYJ7	reviewed	TTC34
Q93073	reviewed	SECISBP2L KIAA0256
P31151	reviewed	S100A7 PSOR1 S100A7C
O43166	reviewed	SIPA1L1 E6TP1 KIAA0440
Q16385	reviewed	SSX2 SSX2A; SSX2B
O94768	reviewed	STK17B DRAK2
P49888	reviewed	SULT1E1 STE
P53992	reviewed	SEC24C KIAA0079
Q9BR01	reviewed	SULT4A1 SULTX3
P0CL84	reviewed	STAG3L2
Q8WWQ8	reviewed	STAB2 FEEL2 FELL FEX2 HARE
Q63ZE4	reviewed	SLC22A10 OAT5
Q9UHI7	reviewed	SLC23A1 SVCT1 YSPL3
Q8N413	reviewed	SLC25A45
Q8NG04	reviewed	SLC26A10
Q8N3U4	reviewed	STAG2 SA2
B6A8C7	reviewed	TARM1
O43511	reviewed	SLC26A4 PDS
P40763	reviewed	STAT3 APRF
Q16637	reviewed	SMN1 SMN SMNT; SMN2 SMNC
C9JI98	reviewed	TMEM238
Q8WW34	reviewed	TMEM239
Q9NWM0	reviewed	SMOX C20orf16 SMO UNQ3039/PRO9854
Q24JQ0	reviewed	TMEM241 C18orf45
P55060	reviewed	CSE1L CAS XPO2
Q5VSL9	reviewed	STRIP1 FAM40A KIAA1761
Q8NET4	reviewed	RTL9 KIAA1318 RGAG1
Q12846	reviewed	STX4 STX4A
P36897	reviewed	TGFBR1 ALK5 SKR4
Q7RTR8	reviewed	TAS2R42 TAS2R55
Q8NFX7	reviewed	STXBP6 HSPC156
Q5JRA6	reviewed	MIA3 KIAA0268 TANGO UNQ6077/PRO20088
P22735	reviewed	TGM1 KTG
Q6ZUX3	reviewed	TOGARAM2 FAM179A
P62854	reviewed	RPS26
A0A087WVF3	reviewed	TBC1D3D
O60343	reviewed	TBC1D4 AS160 KIAA0603
P51668	reviewed	UBE2D1 SFT UBC5A UBCH5 UBCH5A
Q9BQ87	reviewed	TBL1Y TBL1
Q9H0W7	reviewed	THAP2
P05543	reviewed	SERPINA7 TBG
Q9NR00	reviewed	TCIM C8orf4 TC1
P46782	reviewed	RPS5
B5MCY1	reviewed	TDRD15
O60602	reviewed	TLR5 TIL3
Q5HYJ1	reviewed	TECRL SRD5A2L2
Q4V9L6	reviewed	TMEM119 PSEC0199 UNQ731/PRO1415
Q8WZ71	reviewed	TMEM158 HBBP RIS1
Q8WW24	reviewed	TEKT4
Q86UB9	reviewed	TMEM135
O15391	reviewed	YY2 ZNF631
Q8IWR0	reviewed	ZC3H7A ZC3H7 ZC3HDC7 HSPC055
A4D1E1	reviewed	ZNF804B
Q9Y3C0	reviewed	WASHC3 AD-016 CCDC53 CGI-116 x0009
Q96P53	reviewed	WDFY2 WDF2 ZFYVE22
A8MWX3	reviewed	WASH4P FAM39CP
Q9BQ24	reviewed	ZFYVE21
Q8N7K0	reviewed	ZNF433
Q9NV72	reviewed	ZNF701
Q8N8L2	reviewed	ZNF491
P0DPD5	reviewed	ZNF723
Q96NZ8	reviewed	WFIKKN1 C16orf12 GASP2 WFIKKN PSEC0040
Q9BSG1	reviewed	ZNF2 ZNF661
Q8IYI8	reviewed	ZNF440
Q9UC06	reviewed	ZNF70
Q8NEK5	reviewed	ZNF548
O43657	reviewed	TSPAN6 TM4SF6 UNQ767/PRO1560
O15090	reviewed	ZNF536 KIAA0390
Q96NA8	reviewed	TSNARE1
Q9UI54	reviewed	PRO0628
Q6NXT4	reviewed	SLC30A6 ZNT6
Q8TF74	reviewed	WIPF2 WICH WIRE PP10631
Q96MR9	reviewed	ZNF560
Q68DY1	reviewed	ZNF626
O15015	reviewed	ZNF646 KIAA0296
Q9UEG4	reviewed	ZNF629 KIAA0326 ZNF65
Q14966	reviewed	ZNF638 NP220 ZFML
Q9UJ04	reviewed	TSPYL4 KIAA0721
Q9H2G4	reviewed	TSPYL2 CDA1 DENTT TSPX HRIHFB2216
Q9BQB6	reviewed	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351
Q8N4P2	reviewed	TTC30B
Q9BS86	reviewed	ZPBP ZPBP1
Q5TAA0	reviewed	TTC22
P61421	reviewed	ATP6V0D1 ATP6D VPATPD
Q3KNT7	reviewed	NSUN5P1 NSUN5B WBSCR20B
P22392	reviewed	NME2 NM23B
Q8N1T3	reviewed	MYO1H
Q8NDA8	reviewed	MROH1 HEATR7A KIAA1833
Q08J23	reviewed	NSUN2 SAKI TRM4
Q6NZ67	reviewed	MZT2B FAM128B MOZART2B
Q8N5V2	reviewed	NGEF
Q08999	reviewed	RBL2 RB2
Q12923	reviewed	PTPN13 PNP1 PTP1E PTPL1
Q15434	reviewed	RBMS2 SCR3
P0DPB3	reviewed	SCHIP1
Q14106	reviewed	TOB2 KIAA1663 TOB4 TROB2
Q9NSD5	reviewed	SLC6A13 GAT2
P0DJI9	reviewed	SAA2
P48066	reviewed	SLC6A11 GABT3 GAT3
Q9Y2H2	reviewed	INPP5F KIAA0966 SAC2 MSTP007 MSTP047
Q9P0V3	reviewed	SH3BP4 BOG25 EHB10 TTP
Q96EQ0	reviewed	SGTB SGT2
O75368	reviewed	SH3BGRL
Q8WXH0	reviewed	SYNE2 KIAA1011 NUA
O15056	reviewed	SYNJ2 KIAA0348
Q9H7V2	reviewed	SYNDIG1 C20orf39 TMEM90B
O43426	reviewed	SYNJ1 KIAA0910
Q99962	reviewed	SH3GL2 CNSA2 SH3D2A
Q8IWU5	reviewed	SULF2 KIAA1247 UNQ559/PRO1120
P19634	reviewed	SLC9A1 APNH1 NHE1
A6NJY1	reviewed	SLC9B1P1
Q6EEV6	reviewed	SUMO4 SMT3H4
P04278	reviewed	SHBG
Q9UH99	reviewed	SUN2 FRIGG KIAA0668 RAB5IP UNC84B
O14657	reviewed	TOR1B DQ1 FKSG18
Q5VXT5	reviewed	SYPL2
P17900	reviewed	GM2A
O94813	reviewed	SLIT2 SLIL3
Q08945	reviewed	SSRP1 FACT80
Q8WVP5	reviewed	TNFAIP8L1
Q96BY9	reviewed	SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499
Q969N4	reviewed	TAAR8 GPR102 TA5 TAR5 TRAR5
A5PLN9	reviewed	TRAPPC13 C5orf44
Q92537	reviewed	SUSD6 DRAGO KIAA0247
O43399	reviewed	TPD52L2
B8ZZ34	reviewed	SHISA8 C22orf17
Q96L08	reviewed	SUSD3 UNQ9387/PRO34275
Q9BSI4	reviewed	TINF2 TIN2
O15040	reviewed	TECPR2 KIAA0297 KIAA0329
P53999	reviewed	SUB1 PC4 RPO2TC1
Q969E4	reviewed	TCEAL3 MSTP072
Q6AWC8	reviewed	
Q8NBI6	reviewed	XXYLT1 C3orf21 PSEC0251
Q9BW85	reviewed	YJU2 CCDC94
O15205	reviewed	UBD FAT10
Q0VFX4	reviewed	
Q7Z3V4	reviewed	UBE3B
A0A087WSZ9	reviewed	TRAV30
O75631	reviewed	UPK3A UPK3
Q9Y6R6	reviewed	ZNF780B ZNF779
Q86UZ6	reviewed	ZBTB46 BTBD4 ZNF340
A6NGE7	reviewed	URAD PRHOXNB
Q8WU90	reviewed	ZC3H15 DFRP1 LEREPO4 HSPC303 HT010 MSTP012 PP730
Q9NU63	reviewed	ZFP57 C6orf40 ZNF698
P17022	reviewed	ZNF18 HDSG1 KOX11 ZKSCAN6 ZNF535
Q8TF32	reviewed	ZNF431 KIAA1969
Q96MU6	reviewed	ZNF778
Q9BYN7	reviewed	ZNF341
Q96H40	reviewed	ZNF486 KRBO2
P51814	reviewed	ZNF41
Q15929	reviewed	ZNF56 ZNF742
Q15935	reviewed	ZNF77
Q6V9R5	reviewed	ZNF562
Q9UK33	reviewed	ZNF580
Q2M218	reviewed	ZNF630
Q8NEP9	reviewed	ZNF555
Q9UKR8	reviewed	TSPAN16 TM4SF16
Q8N883	reviewed	ZNF614
P30518	reviewed	AVPR2 ADHR DIR DIR3 V2R
Q8NHH1	reviewed	TTLL11 C9orf20
Q9UF83	reviewed	
Q8WTP9	reviewed	XAGE3 GAGED4 PLAC6 PP9012
